,Language,Name,Symbol
573,Breton,Voiced labial–palatal approximant,ɥ
574,Bulgarian,Voiced bilabial plosive,b
575,Bulgarian,Voiceless palatal plosive,c
576,Bulgarian,Voiced dental plosive,d
577,Bulgarian,Voiceless labiodental fricative,f
578,Bulgarian,Voiced velar plosive,ɡ
579,Bulgarian,Voiced palatal plosive,ɟ
580,Bulgarian,Voiced palatal approximant,j
581,Bulgarian,Voiceless velar plosive,k
582,Bulgarian,Voiced alveolar lateral approximant,l
583,Bulgarian,Voiced palatal lateral approximant,ʎ
584,Bulgarian,Voiced bilabial nasal,m
585,Bulgarian,Voiced dental nasal,n
586,Bulgarian,Voiced palatal nasal,ɲ
587,Bulgarian,Voiceless bilabial plosive,p
588,Bulgarian,Voiced alveolar trill,r
589,Bulgarian,Voiceless dental sibilant fricative,s
590,Bulgarian,Voiceless postalveolar fricative,ʃ
591,Bulgarian,Voiceless dental plosive,t
592,Bulgarian,Voiced labiodental fricative,v
593,Bulgarian,Voiced labial–velar approximant,w
594,Bulgarian,Voiceless velar fricative,x
595,Bulgarian,Voiced dental sibilant fricative,z
596,Bulgarian,Voiced postalveolar fricative,ʒ
597,Burmese,Voiced bilabial plosive,b
598,Burmese,Voiced alveolar plosive,d
599,Burmese,Voiced alveolo-palatal affricate,dʑ
600,Burmese,Voiced dental fricative,ð
601,Burmese,Voiced velar plosive,ɡ
602,Burmese,Voiceless glottal fricative,h
603,Burmese,Voiced palatal approximant,j
604,Burmese,Voiceless velar plosive,k
605,Burmese,Voiced alveolar lateral approximant,l
606,Burmese,Voiced bilabial nasal,m
607,Burmese,Voiced alveolar nasal,n
608,Burmese,Voiced palatal nasal,ɲ
609,Burmese,Voiced velar nasal,ŋ
610,Burmese,Voiceless bilabial plosive,p
611,Burmese,Voiced alveolar approximant,ɹ
612,Burmese,Voiceless alveolar fricative,s
613,Burmese,Voiceless postalveolar fricative,ʃ
614,Burmese,Voiceless alveolar plosive,t
615,Burmese,Voiceless alveolo-palatal affricate,tɕ
616,Burmese,Voiceless dental fricative,θ
617,Burmese,Voiced labial–velar approximant,w
618,Burmese,Voiceless labial–velar fricative,ʍ
619,Burmese,Voiced alveolar fricative,z
620,Burmese,Glottal stop,ʔ
621,Catalan,Voiced bilabial plosive,b
622,Catalan,Voiced bilabial plosive,b
623,Catalan,Voiced labiodental fricative,v
624,Catalan,Voiced bilabial approximant,β
625,Catalan,Voiced bilabial plosive,b
626,Catalan,Voiced dental plosive,d
627,Catalan,Voiced alveolar affricate,dz
628,Catalan,Voiced alveolar affricate,dz
629,Catalan,Voiced apico-alveolar fricative,z
630,Catalan,Voiced alveolo-palatal affricate,dʒ
631,Catalan,Voiced dental approximant,ð
632,Catalan,Voiceless labiodental fricative,f
633,Catalan,Voiced velar plosive,ɡ
634,Catalan,Voiced velar approximant,ɣ
635,Catalan,Voiceless velar plosive,k
636,Catalan,Voiced palatal lateral approximant,ʎ
637,Catalan,Voiced bilabial nasal,m
638,Catalan,Voiced labiodental nasal,ɱ
639,Catalan,Voiced alveolar nasal,n
640,Catalan,Voiced velar nasal,ŋ
641,Catalan,Voiced palatal nasal,ɲ
642,Catalan,Voiceless bilabial plosive,p
643,Catalan,Voiced postalveolar trill,r
644,Catalan,Voiced dental and alveolar taps and flaps,ɾ
645,Catalan,Voiceless apico-alveolar fricative,s
646,Catalan,Voiceless alveolo-palatal fricative,ʃ
647,Catalan,Voiceless alveolo-palatal affricate,tʃ
648,Catalan,Voiced palatal approximant,j
649,Catalan,Voiceless alveolo-palatal fricative,ʃ
650,Catalan,Voiceless alveolo-palatal fricative,ʃ
651,Catalan,Voiceless dental plosive,t
652,Catalan,Voiceless alveolar affricate,ts
653,Catalan,Voiceless alveolo-palatal affricate,tʃ
654,Catalan,Voiced labiodental fricative,v
655,Catalan,Voiced apico-alveolar fricative,z
656,Catalan,Voiced alveolo-palatal fricative,ʒ
657,Catalan,Voiced alveolo-palatal affricate,dʒ
658,Catalan,Voiced palatal approximant,j
659,Catalan,Voiced palatal approximant,j
660,Catalan,Voiced alveolo-palatal fricative,ʒ
661,Catalan,Voiced alveolo-palatal fricative,ʒ
662,Catalan,Voiceless glottal fricative,h
663,Catalan,Voiceless dental fricative,θ
664,Catalan,Voiceless velar fricative,x
665,Catalan,Voiced palatal approximant,j
666,Catalan,Voiced labial–velar approximant,w
667,Insular_Catalan,Voiced bilabial plosive,b
668,Insular_Catalan,Voiced bilabial plosive,b
669,Insular_Catalan,Voiced dental plosive,d
670,Insular_Catalan,Voiced dental plosive,d
671,Insular_Catalan,Voiced dental approximant,ð
672,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
673,Insular_Catalan,Voiced alveolar affricate,dz
674,Insular_Catalan,Voiced alveolar affricate,dz
675,Insular_Catalan,Voiced alveolar affricate,dz
676,Insular_Catalan,Voiced apico-alveolar fricative,z
677,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
678,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
679,Insular_Catalan,Voiceless labiodental fricative,f
680,Insular_Catalan,Voiceless labiodental fricative,f
681,Insular_Catalan,Voiced velar plosive,ɡ
682,Insular_Catalan,Voiced velar plosive,ɡ
683,Insular_Catalan,Voiced velar plosive,ɡ
684,Insular_Catalan,Voiced velar plosive,ɡ
685,Insular_Catalan,Voiced palatal plosive,ɟ
686,Insular_Catalan,Voiced velar approximant,ɣ
687,Insular_Catalan,Voiced palatal fricative,ʝ
688,Insular_Catalan,Voiced velar approximant,ɣ
689,Insular_Catalan,Voiced velar approximant,ɣ
690,Insular_Catalan,Voiceless velar plosive,k
691,Insular_Catalan,Voiceless velar plosive,k
692,Insular_Catalan,Voiceless velar plosive,k
693,Insular_Catalan,Voiceless velar plosive,k
694,Insular_Catalan,Voiceless palatal plosive,c
695,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
696,Insular_Catalan,Voiced palatal lateral approximant,ʎ
697,Insular_Catalan,Voiced palatal lateral approximant,ʎ
698,Insular_Catalan,Voiced palatal lateral approximant,ʎ
699,Insular_Catalan,Voiced palatal approximant,j
700,Insular_Catalan,Voiced bilabial nasal,m
701,Insular_Catalan,Voiced bilabial nasal,m
702,Insular_Catalan,Voiced labiodental nasal,ɱ
703,Insular_Catalan,Voiced alveolar nasal,n
704,Insular_Catalan,Voiced alveolar nasal,n
705,Insular_Catalan,Voiced velar nasal,ŋ
706,Insular_Catalan,Voiced velar nasal,ŋ
707,Insular_Catalan,Voiced palatal nasal,ɲ
708,Insular_Catalan,Voiced palatal nasal,ɲ
709,Insular_Catalan,Voiced palatal nasal,ɲ
710,Insular_Catalan,Voiced alveolar nasal,n
711,Insular_Catalan,Voiced palatal approximant,j
712,Insular_Catalan,Voiced alveolar nasal,n
713,Insular_Catalan,Voiceless bilabial plosive,p
714,Insular_Catalan,Voiceless bilabial plosive,p
715,Insular_Catalan,Voiced postalveolar trill,r
716,Insular_Catalan,Voiced postalveolar trill,r
717,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
718,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
719,Insular_Catalan,Voiceless apico-alveolar fricative,s
720,Insular_Catalan,Voiceless apico-alveolar fricative,s
721,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
722,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
723,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
724,Insular_Catalan,Voiceless dental plosive,t
725,Insular_Catalan,Voiceless dental plosive,t
726,Insular_Catalan,Voiceless alveolar affricate,ts
727,Insular_Catalan,Voiceless alveolar affricate,ts
728,Insular_Catalan,Voiceless alveolo-palatal affricate,tʃ
729,Insular_Catalan,Voiceless alveolo-palatal affricate,tʃ
730,Insular_Catalan,Voiced palatal approximant,j
731,Insular_Catalan,Voiced labiodental fricative,v
732,Insular_Catalan,Voiced labiodental fricative,v
733,Insular_Catalan,Voiced apico-alveolar fricative,z
734,Insular_Catalan,Voiced apico-alveolar fricative,z
735,Insular_Catalan,Voiced alveolo-palatal affricate,d
736,Insular_Catalan,Voiced alveolo-palatal fricative,ʒ
737,Insular_Catalan,Voiced alveolo-palatal fricative,ʒ
738,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
739,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
740,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
741,Insular_Catalan,Voiceless glottal fricative,h
742,Insular_Catalan,Voiceless glottal fricative,h
743,Insular_Catalan,Voiceless dental fricative,θ
744,Insular_Catalan,Voiceless dental fricative,θ
745,Insular_Catalan,Voiceless velar fricative,x
746,Insular_Catalan,Voiceless velar fricative,x
747,Insular_Catalan,Voiced palatal approximant,j
748,Insular_Catalan,Voiced palatal approximant,j
749,Insular_Catalan,Voiced labial–velar approximant,w
750,Insular_Catalan,Voiced labial–velar approximant,w
751,Mandarin,Voiceless alveolo-palatal fricative,ɕ
752,Mandarin,Voiceless labiodental fricative,f
753,Mandarin,Voiced palatal approximant,j
754,Mandarin,Voiceless velar plosive,k
755,Mandarin,Voiced alveolar lateral approximant,l
756,Mandarin,Voiced bilabial nasal,m
757,Mandarin,Voiced alveolar nasal,n
758,Mandarin,Voiced velar nasal,ŋ
759,Mandarin,Voiceless bilabial plosive,p
760,Mandarin,Voiced retroflex fricative,ʐ
761,Mandarin,Voiceless alveolar fricative,s
762,Mandarin,Voiceless retroflex fricative,ʂ
763,Mandarin,Voiceless alveolar plosive,t
764,Mandarin,Voiceless alveolo-palatal affricate,tɕ
765,Mandarin,Voiceless alveolar affricate,ts
766,Mandarin,Voiceless retroflex affricate,ʈʂ
767,Mandarin,Voiced labial–velar approximant,w
768,Mandarin,Voiceless velar fricative,x
769,Mandarin,Voiced labial–palatal approximant,ɥ
770,Cantonese,Voiceless labiodental fricative,f
771,Cantonese,Voiceless glottal fricative,h
772,Cantonese,Voiced palatal approximant,j
773,Cantonese,Voiceless velar plosive,k
774,Cantonese,Voiced alveolar lateral approximant,l
775,Cantonese,Voiced bilabial nasal,m
776,Cantonese,Voiced alveolar nasal,n
777,Cantonese,Voiced velar nasal,ŋ
778,Cantonese,Voiceless bilabial plosive,p
779,Cantonese,Voiceless alveolar fricative,s
780,Cantonese,Voiceless alveolar plosive,t
781,Cantonese,Voiceless alveolar affricate,ts
782,Cantonese,Voiced labial–velar approximant,w
783,Taiwanese_Hokkien,Voiceless bilabial plosive,p
784,Taiwanese_Hokkien,Voiced bilabial plosive,b
785,Taiwanese_Hokkien,Voiced bilabial nasal,m
786,Taiwanese_Hokkien,Voiceless alveolar plosive,t
787,Taiwanese_Hokkien,Voiced alveolar lateral approximant,l
788,Taiwanese_Hokkien,Voiced alveolar nasal,n
789,Taiwanese_Hokkien,Voiceless velar plosive,k
790,Taiwanese_Hokkien,Voiced velar plosive,g
791,Taiwanese_Hokkien,Voiced velar nasal,ŋ
792,Taiwanese_Hokkien,Voiceless glottal fricative,h
793,Taiwanese_Hokkien,Glottal stop,ʔ
794,Taiwanese_Hokkien,Voiceless palato-alveolar affricate,ch
795,Taiwanese_Hokkien,Voiceless alveolar fricative,s
796,Taiwanese_Hokkien,Voiceless alveolo-palatal fricative,ɕ
797,Taiwanese_Hokkien,Voiceless palato-alveolar sibilant,sh
798,Taiwanese_Hokkien,Voiced alveolar fricative,z
799,Taiwanese_Hokkien,Voiced palato-alveolar affricate,j
800,Taiwanese_Hokkien,Voiced alveolo-palatal fricative,ʑ
801,Taiwanese_Hokkien,Voiced alveolar fricative,z
802,Taiwanese_Hokkien,Glottal stop,ʔ
803,Jin_Chinese,Voiceless alveolo-palatal fricative,ɕ
804,Jin_Chinese,Voiceless labiodental fricative,f
805,Jin_Chinese,Voiceless velar plosive,k
806,Jin_Chinese,Voiced alveolar lateral approximant,l
807,Jin_Chinese,Voiced bilabial nasal,m
808,Jin_Chinese,Voiced alveolar nasal,n
809,Jin_Chinese,Voiced palatal nasal,ɲ
810,Jin_Chinese,Voiced velar nasal,ŋ
811,Jin_Chinese,Voiceless alveolar fricative,s
812,Jin_Chinese,Voiceless retroflex fricative,ʂ
813,Jin_Chinese,Voiceless bilabial plosive,p
814,Jin_Chinese,Voiceless alveolar plosive,t
815,Jin_Chinese,Voiceless alveolo-palatal affricate,tɕ
816,Jin_Chinese,Voiceless alveolar affricate,ts
817,Jin_Chinese,Voiceless retroflex affricate,tʂ
818,Jin_Chinese,Voiceless velar fricative,x
819,Jin_Chinese,Voiced retroflex fricative,ʐ
820,Wu_Chinese,Voiced bilabial plosive,b
821,Wu_Chinese,Voiceless alveolo-palatal fricative,ɕ
822,Wu_Chinese,Voiced alveolar plosive,d
823,Wu_Chinese,Voiced alveolo-palatal affricate,dʑ
824,Wu_Chinese,Voiceless labiodental fricative,f
825,Wu_Chinese,Voiced velar plosive,g
826,Wu_Chinese,Voiceless glottal fricative,h
827,Wu_Chinese,Voiced glottal fricative,ɦ
828,Wu_Chinese,Voiceless velar plosive,k
829,Wu_Chinese,Voiced alveolar lateral approximant,l
830,Wu_Chinese,Voiced bilabial nasal,m
831,Wu_Chinese,Voiced alveolar nasal,n
832,Wu_Chinese,Voiced velar nasal,ŋ
833,Wu_Chinese,Voiced palatal nasal,ɲ
834,Wu_Chinese,Voiceless bilabial plosive,p
835,Wu_Chinese,Voiceless alveolar fricative,s
836,Wu_Chinese,Voiceless alveolar plosive,t
837,Wu_Chinese,Voiceless alveolo-palatal affricate,tɕ
838,Wu_Chinese,Voiceless alveolar affricate,ts
839,Wu_Chinese,Voiced labiodental fricative,v
840,Wu_Chinese,Voiced alveolar fricative,z
841,Wu_Chinese,Voiced alveolo-palatal fricative,ʑ
842,Xiang_Chinese,Voiceless alveolo-palatal fricative,ɕ
843,Xiang_Chinese,Voiceless labiodental fricative,f
844,Xiang_Chinese,Voiceless velar plosive,k
845,Xiang_Chinese,Voiced alveolar lateral approximant,l
846,Xiang_Chinese,Voiced bilabial nasal,m
847,Xiang_Chinese,Voiced palatal nasal,ɲ
848,Xiang_Chinese,Voiced velar nasal,ŋ
849,Xiang_Chinese,Voiceless bilabial plosive,p
850,Xiang_Chinese,Voiceless alveolar fricative,s
851,Xiang_Chinese,Voiceless retroflex fricative,ʂ
852,Xiang_Chinese,Voiceless alveolar plosive,t
853,Xiang_Chinese,Voiceless alveolo-palatal affricate,tɕ
854,Xiang_Chinese,Voiceless alveolar affricate,ts
855,Xiang_Chinese,Voiceless retroflex affricate,tʂ
856,Xiang_Chinese,Voiceless velar fricative,x
857,Xiang_Chinese,Voiced retroflex fricative,ʐ
858,Corsican,Voiced bilabial plosive,b
859,Corsican,Voiceless palatal plosive,c
860,Corsican,Voiced dental plosive,d
861,Corsican,Voiced dental affricate,dz
862,Corsican,Voiced postalveolar affricate,dʒ
863,Corsican,Voiced retroflex plosive,ɖ
864,Corsican,Voiced dental fricative,ð
865,Corsican,Voiceless labiodental fricative,f
866,Corsican,Voiced velar plosive,ɡ
867,Corsican,Voiced palatal plosive,ɟ
868,Corsican,Voiceless velar plosive,k
869,Corsican,Voiced alveolar lateral approximant,l
870,Corsican,Voiced palatal lateral approximant,ʎ
871,Corsican,Voiced bilabial nasal,m
872,Corsican,Voiced labiodental nasal,ɱ
873,Corsican,Voiced alveolar nasal,n
874,Corsican,Voiced velar nasal,ŋ
875,Corsican,Voiced palatal nasal,ɲ
876,Corsican,Voiceless bilabial plosive,p
877,Corsican,Voiced alveolar trill,r
878,Corsican,Voiceless dental sibilant fricative,s
879,Corsican,Voiceless postalveolar fricative,ʃ
880,Corsican,Voiceless dental plosive,t
881,Corsican,Voiceless dental affricate,ts
882,Corsican,Voiceless postalveolar affricate,tʃ
883,Corsican,Voiced labiodental fricative,v
884,Corsican,Voiced dental sibilant fricative,z
885,Corsican,Voiced postalveolar fricative,ʒ
886,Corsican,Voiced palatal approximant,j
887,Corsican,Voiced labial–velar approximant,w
888,Czech,Voiced bilabial plosive,b
889,Czech,Voiceless palatal plosive,c
890,Czech,Voiced alveolar plosive,d
891,Czech,Voiceless labiodental fricative,f
892,Czech,Voiced velar plosive,ɡ
893,Czech,Voiced glottal fricative,ɦ
894,Czech,Voiced palatal approximant,j
895,Czech,Voiced palatal plosive,ɟ
896,Czech,Voiceless velar plosive,k
897,Czech,Voiced alveolar lateral approximant,l
898,Czech,Voiced bilabial nasal,m
899,Czech,Voiced alveolar nasal,n
900,Czech,Voiced palatal nasal,ɲ
901,Czech,Voiceless bilabial plosive,p
902,Czech,Voiced alveolar trill,r
903,Czech,Voiced alveolar fricative trill,r̝
904,Czech,Voiced alveolar trill,r
905,Czech,Voiced postalveolar fricative,ʒ
906,Czech,Voiceless alveolar trill,r̥
907,Czech,Voiceless postalveolar fricative,ʃ
908,Czech,Voiceless alveolar fricative,s
909,Czech,Voiceless postalveolar fricative,ʃ
910,Czech,Voiceless alveolar plosive,t
911,Czech,Voiceless alveolar affricate,ts
912,Czech,Voiceless postalveolar affricate,tʃ
913,Czech,Voiced labiodental fricative,v
914,Czech,Voiceless velar fricative,x
915,Czech,Voiced alveolar fricative,z
916,Czech,Voiced postalveolar fricative,ʒ
917,Czech,Voiced alveolar affricate,dz
918,Czech,Voiced postalveolar affricate,dʒ
919,Czech,Voiced velar nasal,ŋ
920,Persian,Voiced bilabial plosive,b
921,Persian,Voiced dental plosive,d
922,Persian,Voiced postalveolar affricate,dʒ
923,Persian,Voiceless labiodental fricative,f
924,Persian,Voiced velar plosive,ɡ
925,Persian,Voiced velar fricative,ɣ
926,Persian,Voiceless uvular plosive,q
927,Persian,Voiced uvular plosive,ɢ
928,Persian,Voiced velar fricative,ɣ
929,Persian,Voiceless uvular plosive,q
930,Persian,Voiceless glottal fricative,h
931,Persian,Voiced palatal approximant,j
932,Persian,Voiced alveolar lateral approximant,l
933,Persian,Voiced bilabial nasal,m
934,Persian,Voiced alveolar nasal,n
935,Persian,Voiced dental and alveolar taps and flaps,ɾ
936,Persian,Voiced alveolar approximant,ɹ
937,Persian,Voiceless alveolar fricative,s
938,Persian,Voiceless postalveolar fricative,ʃ
939,Persian,Voiced labiodental fricative,v
940,Persian,Voiced labial–velar approximant,w
941,Persian,Voiced labiodental fricative,v
942,Persian,Voiceless velar fricative,x
943,Persian,Voiced alveolar fricative,z
944,Persian,Voiced postalveolar fricative,ʒ
945,Persian,Glottal stop,ʔ
946,Persian,Voiced velar nasal,ŋ
947,Dutch,Voiced bilabial plosive,b
948,Dutch,Voiced alveolar plosive,d
949,Dutch,Voiceless labiodental fricative,f
950,Dutch,Voiced velar fricative,ɣ
951,Dutch,Voiced glottal fricative,ɦ
952,Dutch,Voiced palatal approximant,j
953,Dutch,Voiceless velar plosive,k
954,Dutch,Voiced alveolar lateral approximant,l
955,Dutch,Voiced bilabial nasal,m
956,Dutch,Voiced alveolar nasal,n
957,Dutch,Voiced velar nasal,ŋ
958,Dutch,Voiceless bilabial plosive,p
959,Dutch,Voiced dental and alveolar taps and flaps,r
960,Dutch,Voiceless alveolar fricative,s
961,Dutch,Voiceless alveolar plosive,t
962,Dutch,Voiced labiodental fricative,v
963,Dutch,Voiced labiodental approximant,ʋ
964,Dutch,Voiceless velar fricative,x
965,Dutch,Voiced alveolar fricative,z
966,Dutch,Voiceless alveolo-palatal fricative,ɕ
967,Dutch,Voiced alveolo-palatal affricate,dʑ
968,Dutch,Voiced velar plosive,ɡ
969,Dutch,Voiced labiodental nasal,ɱ
970,Dutch,Voiced palatal nasal,ɲ
971,Dutch,Voiceless alveolo-palatal affricate,tɕ
972,Dutch,Voiced alveolo-palatal fricative,ʑ
973,Dutch,Glottal stop,ʔ
974,Old_English,Voiced bilabial plosive,b
975,Old_English,Voiceless palatal fricative,ç
976,Old_English,Voiced alveolar plosive,d
977,Old_English,Voiced postalveolar affricate,dʒ
978,Old_English,Voiced dental fricative,ð
979,Old_English,Voiceless labiodental fricative,f
980,Old_English,Voiced velar plosive,ɡ
981,Old_English,Voiceless glottal fricative,h
982,Old_English,Voiced palatal approximant,j
983,Old_English,Voiceless velar plosive,k
984,Old_English,Voiced alveolar lateral approximant,l
985,Old_English,Voiceless alveolar lateral approximant,l̥
986,Old_English,Voiced bilabial nasal,m
987,Old_English,Voiced alveolar nasal,n
988,Old_English,Voiceless alveolar nasal,n̥
989,Old_English,Voiced velar nasal,ŋ
990,Old_English,Voiceless bilabial plosive,p
991,Old_English,Voiced alveolar trill,r
992,Old_English,Voiceless alveolar trill,r̥
993,Old_English,Voiceless alveolar fricative,s
994,Old_English,Voiceless postalveolar fricative,ʃ
995,Old_English,Voiceless alveolar plosive,t
996,Old_English,Voiceless postalveolar affricate,tʃ
997,Old_English,Voiced labiodental fricative,v
998,Old_English,Voiced velar fricative,ɣ
999,Old_English,Voiced labial–velar approximant,w
1000,Old_English,Voiceless labial–velar fricative,ʍ
1001,Old_English,Voiceless velar fricative,x
1002,Old_English,Voiced alveolar fricative,z
1003,Old_English,Voiceless dental fricative,θ
1004,Emilian-Romagnol,Voiced bilabial plosive,b
1005,Emilian-Romagnol,Voiced dental plosive,d
1006,Emilian-Romagnol,Voiced alveolar non-sibilant affricate,dz
1007,Emilian-Romagnol,Voiced dental fricative,ð
1008,Emilian-Romagnol,Voiceless labiodental fricative,f
1009,Emilian-Romagnol,Voiced velar plosive,ɡ
1010,Emilian-Romagnol,Voiceless velar plosive,k
1011,Emilian-Romagnol,Voiced alveolar lateral approximant,l
1012,Emilian-Romagnol,Voiced palatal lateral approximant,ʎ
1013,Emilian-Romagnol,Voiced bilabial nasal,m
1014,Emilian-Romagnol,Voiced labiodental nasal,ɱ
1015,Emilian-Romagnol,Voiced alveolar nasal,n
1016,Emilian-Romagnol,Voiced velar nasal,ŋ
1017,Emilian-Romagnol,Voiced palatal nasal,ɲ
1018,Emilian-Romagnol,Voiceless bilabial plosive,p
1019,Emilian-Romagnol,Voiced uvular fricative,ʁ
1020,Emilian-Romagnol,Voiced uvular trill,ʀ
1021,Emilian-Romagnol,Voiced alveolar trill,r
1022,Emilian-Romagnol,Voiceless alveolar non-sibilant fricative,s
1023,Emilian-Romagnol,Voiceless dental plosive,t
1024,Emilian-Romagnol,Voiceless alveolar non-sibilant affricate,ts
1025,Emilian-Romagnol,Voiceless dental fricative,θ
1026,Emilian-Romagnol,Voiced labiodental fricative,v
1027,Emilian-Romagnol,Voiced alveolar non-sibilant fricative,z
1028,Emilian-Romagnol,Voiced palatal approximant,j
1029,Emilian-Romagnol,Voiced labial–velar approximant,w
1030,Estonian,Voiceless labiodental fricative,f
1031,Estonian,Voiceless glottal fricative,h
1032,Estonian,Voiced palatal approximant,j
1033,Estonian,Voiceless velar plosive,k
1034,Estonian,Voiced alveolar lateral approximant,l
1035,Estonian,Voiced bilabial nasal,m
1036,Estonian,Voiced alveolar nasal,n
1037,Estonian,Voiced velar nasal,ŋ
1038,Estonian,Voiceless bilabial plosive,p
1039,Estonian,Voiced alveolar trill,r
1040,Estonian,Voiceless alveolar fricative,s
1041,Estonian,Voiceless postalveolar fricative,ʃ
1042,Estonian,Voiceless alveolar plosive,t
1043,Estonian,Voiced labiodental fricative,v
1044,Estonian,Glottal stop,ʔ
1045,Astur-Leonese,Voiced bilabial plosive,b
1046,Astur-Leonese,Voiced bilabial plosive,b
1047,Astur-Leonese,Voiceless bilabial fricative,ɸ
1048,Astur-Leonese,Voiced bilabial fricative,β
1049,Astur-Leonese,Voiced bilabial fricative,β
1050,Astur-Leonese,Voiced bilabial fricative,β
1051,Astur-Leonese,Voiceless bilabial fricative,ɸ
1052,Astur-Leonese,Voiced dental plosive,d
1053,Astur-Leonese,Voiced dental fricative,ð
1054,Astur-Leonese,Voiced dental fricative,ð
1055,Astur-Leonese,Voiced dental fricative,ð
1056,Astur-Leonese,Voiceless dental fricative,θ
1057,Astur-Leonese,Voiceless labiodental fricative,f
1058,Astur-Leonese,Voiceless bilabial fricative,ɸ
1059,Astur-Leonese,Voiceless labiodental fricative,f
1060,Astur-Leonese,Voiceless glottal fricative,h
1061,Astur-Leonese,Voiced uvular fricative,ʁ
1062,Astur-Leonese,Voiced velar plosive,ɡ
1063,Astur-Leonese,Voiced velar plosive,ɡ
1064,Astur-Leonese,Voiceless uvular fricative,χ
1065,Astur-Leonese,Voiced velar nasal,ŋ
1066,Astur-Leonese,Voiced uvular fricative,ʁ
1067,Astur-Leonese,Voiced velar fricative,ɣ
1068,Astur-Leonese,Voiced velar fricative,ɣ
1069,Astur-Leonese,Voiceless velar fricative,x
1070,Astur-Leonese,Voiced palatal fricative,ʝ
1071,Astur-Leonese,Voiceless glottal fricative,h
1072,Astur-Leonese,Voiced palatal lateral approximant,ʎ
1073,Astur-Leonese,Voiced palatal fricative,ʝ
1074,Astur-Leonese,Voiced palatal approximant,j
1075,Astur-Leonese,Voiced palatal affricate,ɟʝ
1076,Astur-Leonese,Voiced postalveolar affricate,dʒ
1077,Astur-Leonese,Voiced postalveolar fricative,ʒ
1078,Astur-Leonese,Voiceless velar plosive,k
1079,Astur-Leonese,Voiced alveolar lateral approximant,l
1080,Astur-Leonese,Voiced alveolar lateral approximant,l
1081,Astur-Leonese,Voiced alveolar lateral approximant,l
1082,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1083,Astur-Leonese,Voiced palatal lateral approximant,ʎ
1084,Astur-Leonese,Voiced bilabial nasal,m
1085,Astur-Leonese,Voiced alveolar nasal,n
1086,Astur-Leonese,Voiced velar nasal,ŋ
1087,Astur-Leonese,Voiced palatal nasal,ɲ
1088,Astur-Leonese,Voiceless bilabial plosive,p
1089,Astur-Leonese,Voiced alveolar trill,r
1090,Astur-Leonese,Voiced alveolar trill,r
1091,Astur-Leonese,Voiced alveolar trill,r
1092,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1093,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1094,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1095,Astur-Leonese,Voiceless apico-alveolar fricative,s
1096,Astur-Leonese,Voiceless apico-alveolar fricative,s
1097,Astur-Leonese,Voiceless apico-alveolar fricative,s̺
1098,Astur-Leonese,Voiceless glottal fricative,h
1099,Astur-Leonese,Voiced dental fricative,ð
1100,Astur-Leonese,Voiced apico-alveolar fricative,z̺
1101,Astur-Leonese,Voiced alveolar fricative,z
1102,Astur-Leonese,Voiced glottal fricative,ɦ
1103,Astur-Leonese,Voiceless dental plosive,t
1104,Astur-Leonese,Voiceless postalveolar affricate,tʃ
1105,Astur-Leonese,Voiced labiodental fricative,v
1106,Astur-Leonese,Voiced glottal fricative,ɦ
1107,Astur-Leonese,Voiced labiodental fricative,v
1108,Astur-Leonese,Voiceless dental fricative,θ
1109,Astur-Leonese,Voiced alveolar plosive,d
1110,Astur-Leonese,Voiceless dental fricative,θ
1111,Astur-Leonese,Voiceless dental sibilant fricative,s̻
1112,Astur-Leonese,Voiceless glottal fricative,h
1113,Astur-Leonese,Voiced dental fricative,ð
1114,Astur-Leonese,Voiced dental sibilant fricative,z̻
1115,Astur-Leonese,Voiced dental fricative,ð
1116,Astur-Leonese,Voiced glottal fricative,ɦ
1117,Astur-Leonese,Voiceless alveolo-palatal fricative,ʃ
1118,Astur-Leonese,Voiceless alveolar fricative,s
1119,Astur-Leonese,Voiceless postalveolar fricative,ʃ
1120,Astur-Leonese,Voiceless glottal fricative,h
1121,Astur-Leonese,Voiced postalveolar fricative,ʒ
1122,Astur-Leonese,Voiced postalveolar fricative,ʒ
1123,Astur-Leonese,Voiced glottal fricative,ɦ
1124,Fijian,Voiced bilabial fricative,β
1125,Fijian,Voiced palatal approximant,j
1126,Fijian,Voiceless labiodental fricative,f
1127,Fijian,Voiced dental fricative,ð
1128,Fijian,Voiceless glottal fricative,h
1129,Fijian,Voiceless velar plosive,k
