,Language,Name,Symbol
573,Breton,Voiced labial–velar approximant,w
574,Breton,Voiced labial–palatal approximant,ɥ
575,Bulgarian,Voiced bilabial plosive,b
576,Bulgarian,Voiceless palatal plosive,c
577,Bulgarian,Voiced dental plosive,d
578,Bulgarian,Voiceless labiodental fricative,f
579,Bulgarian,Voiced velar plosive,ɡ
580,Bulgarian,Voiced palatal plosive,ɟ
581,Bulgarian,Voiced palatal approximant,j
582,Bulgarian,Voiceless velar plosive,k
583,Bulgarian,Voiced alveolar lateral approximant,l
584,Bulgarian,Voiced palatal lateral approximant,ʎ
585,Bulgarian,Voiced bilabial nasal,m
586,Bulgarian,Voiced dental nasal,n
587,Bulgarian,Voiced palatal nasal,ɲ
588,Bulgarian,Voiceless bilabial plosive,p
589,Bulgarian,Voiced alveolar trill,r
590,Bulgarian,Voiceless dental sibilant fricative,s
591,Bulgarian,Voiceless postalveolar fricative,ʃ
592,Bulgarian,Voiceless dental plosive,t
593,Bulgarian,Voiced labiodental fricative,v
594,Bulgarian,Voiced labial–velar approximant,w
595,Bulgarian,Voiceless velar fricative,x
596,Bulgarian,Voiced dental sibilant fricative,z
597,Bulgarian,Voiced postalveolar fricative,ʒ
598,Burmese,Voiced bilabial plosive,b
599,Burmese,Voiced alveolar plosive,d
600,Burmese,Voiced alveolo-palatal affricate,dʑ
601,Burmese,Voiced dental fricative,ð
602,Burmese,Voiced velar plosive,ɡ
603,Burmese,Voiceless glottal fricative,h
604,Burmese,Voiced palatal approximant,j
605,Burmese,Voiceless velar plosive,k
606,Burmese,Voiced alveolar lateral approximant,l
607,Burmese,Voiced bilabial nasal,m
608,Burmese,Voiced alveolar nasal,n
609,Burmese,Voiced palatal nasal,ɲ
610,Burmese,Voiced velar nasal,ŋ
611,Burmese,Voiceless bilabial plosive,p
612,Burmese,Voiced alveolar approximant,ɹ
613,Burmese,Voiceless alveolar fricative,s
614,Burmese,Voiceless postalveolar fricative,ʃ
615,Burmese,Voiceless alveolar plosive,t
616,Burmese,Voiceless alveolo-palatal affricate,tɕ
617,Burmese,Voiceless dental fricative,θ
618,Burmese,Voiced labial–velar approximant,w
619,Burmese,Voiceless labial–velar fricative,ʍ
620,Burmese,Voiced alveolar fricative,z
621,Burmese,Glottal stop,ʔ
622,Catalan,Voiced bilabial plosive,b
623,Catalan,Voiced bilabial plosive,b
624,Catalan,Voiced labiodental fricative,v
625,Catalan,Voiced bilabial approximant,β
626,Catalan,Voiced bilabial plosive,b
627,Catalan,Voiced dental plosive,d
628,Catalan,Voiced alveolar affricate,dz
629,Catalan,Voiced alveolar affricate,dz
630,Catalan,Voiced apico-alveolar fricative,z
631,Catalan,Voiced alveolo-palatal affricate,dʒ
632,Catalan,Voiced dental approximant,ð
633,Catalan,Voiceless labiodental fricative,f
634,Catalan,Voiced velar plosive,ɡ
635,Catalan,Voiced velar approximant,ɣ
636,Catalan,Voiceless velar plosive,k
637,Catalan,Voiced palatal lateral approximant,ʎ
638,Catalan,Voiced bilabial nasal,m
639,Catalan,Voiced labiodental nasal,ɱ
640,Catalan,Voiced alveolar nasal,n
641,Catalan,Voiced velar nasal,ŋ
642,Catalan,Voiced palatal nasal,ɲ
643,Catalan,Voiceless bilabial plosive,p
644,Catalan,Voiced postalveolar trill,r
645,Catalan,Voiced dental and alveolar taps and flaps,ɾ
646,Catalan,Voiceless apico-alveolar fricative,s
647,Catalan,Voiceless alveolo-palatal fricative,ʃ
648,Catalan,Voiceless alveolo-palatal affricate,tʃ
649,Catalan,Voiced palatal approximant,j
650,Catalan,Voiceless alveolo-palatal fricative,ʃ
651,Catalan,Voiceless alveolo-palatal fricative,ʃ
652,Catalan,Voiceless dental plosive,t
653,Catalan,Voiceless alveolar affricate,ts
654,Catalan,Voiceless alveolo-palatal affricate,tʃ
655,Catalan,Voiced labiodental fricative,v
656,Catalan,Voiced apico-alveolar fricative,z
657,Catalan,Voiced alveolo-palatal fricative,ʒ
658,Catalan,Voiced alveolo-palatal affricate,dʒ
659,Catalan,Voiced palatal approximant,j
660,Catalan,Voiced palatal approximant,j
661,Catalan,Voiced alveolo-palatal fricative,ʒ
662,Catalan,Voiced alveolo-palatal fricative,ʒ
663,Catalan,Voiceless glottal fricative,h
664,Catalan,Voiceless dental fricative,θ
665,Catalan,Voiceless velar fricative,x
666,Catalan,Voiced palatal approximant,j
667,Catalan,Voiced labial–velar approximant,w
668,Insular_Catalan,Voiced bilabial plosive,b
669,Insular_Catalan,Voiced bilabial plosive,b
670,Insular_Catalan,Voiced dental plosive,d
671,Insular_Catalan,Voiced dental plosive,d
672,Insular_Catalan,Voiced dental approximant,ð
673,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
674,Insular_Catalan,Voiced alveolar affricate,dz
675,Insular_Catalan,Voiced alveolar affricate,dz
676,Insular_Catalan,Voiced alveolar affricate,dz
677,Insular_Catalan,Voiced apico-alveolar fricative,z
678,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
679,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
680,Insular_Catalan,Voiceless labiodental fricative,f
681,Insular_Catalan,Voiceless labiodental fricative,f
682,Insular_Catalan,Voiced velar plosive,ɡ
683,Insular_Catalan,Voiced velar plosive,ɡ
684,Insular_Catalan,Voiced velar plosive,ɡ
685,Insular_Catalan,Voiced velar plosive,ɡ
686,Insular_Catalan,Voiced palatal plosive,ɟ
687,Insular_Catalan,Voiced velar approximant,ɣ
688,Insular_Catalan,Voiced palatal fricative,ʝ
689,Insular_Catalan,Voiced velar approximant,ɣ
690,Insular_Catalan,Voiced velar approximant,ɣ
691,Insular_Catalan,Voiceless velar plosive,k
692,Insular_Catalan,Voiceless velar plosive,k
693,Insular_Catalan,Voiceless velar plosive,k
694,Insular_Catalan,Voiceless velar plosive,k
695,Insular_Catalan,Voiceless palatal plosive,c
696,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
697,Insular_Catalan,Voiced palatal lateral approximant,ʎ
698,Insular_Catalan,Voiced palatal lateral approximant,ʎ
699,Insular_Catalan,Voiced palatal lateral approximant,ʎ
700,Insular_Catalan,Voiced palatal approximant,j
701,Insular_Catalan,Voiced bilabial nasal,m
702,Insular_Catalan,Voiced bilabial nasal,m
703,Insular_Catalan,Voiced labiodental nasal,ɱ
704,Insular_Catalan,Voiced alveolar nasal,n
705,Insular_Catalan,Voiced alveolar nasal,n
706,Insular_Catalan,Voiced velar nasal,ŋ
707,Insular_Catalan,Voiced velar nasal,ŋ
708,Insular_Catalan,Voiced palatal nasal,ɲ
709,Insular_Catalan,Voiced palatal nasal,ɲ
710,Insular_Catalan,Voiced palatal nasal,ɲ
711,Insular_Catalan,Voiced alveolar nasal,n
712,Insular_Catalan,Voiced palatal approximant,j
713,Insular_Catalan,Voiced alveolar nasal,n
714,Insular_Catalan,Voiceless bilabial plosive,p
715,Insular_Catalan,Voiceless bilabial plosive,p
716,Insular_Catalan,Voiced postalveolar trill,r
717,Insular_Catalan,Voiced postalveolar trill,r
718,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
719,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
720,Insular_Catalan,Voiceless apico-alveolar fricative,s
721,Insular_Catalan,Voiceless apico-alveolar fricative,s
722,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
723,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
724,Insular_Catalan,Voiceless alveolo-palatal fricative,ʃ
725,Insular_Catalan,Voiceless dental plosive,t
726,Insular_Catalan,Voiceless dental plosive,t
727,Insular_Catalan,Voiceless alveolar affricate,ts
728,Insular_Catalan,Voiceless alveolar affricate,ts
729,Insular_Catalan,Voiceless alveolo-palatal affricate,tʃ
730,Insular_Catalan,Voiceless alveolo-palatal affricate,tʃ
731,Insular_Catalan,Voiced palatal approximant,j
732,Insular_Catalan,Voiced labiodental fricative,v
733,Insular_Catalan,Voiced labiodental fricative,v
734,Insular_Catalan,Voiced apico-alveolar fricative,z
735,Insular_Catalan,Voiced apico-alveolar fricative,z
736,Insular_Catalan,Voiced alveolo-palatal affricate,d
737,Insular_Catalan,Voiced alveolo-palatal fricative,ʒ
738,Insular_Catalan,Voiced alveolo-palatal fricative,ʒ
739,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
740,Insular_Catalan,Voiced alveolo-palatal affricate,dʒ
741,Insular_Catalan,Voiced dental and alveolar taps and flaps,ɾ
742,Insular_Catalan,Voiceless glottal fricative,h
743,Insular_Catalan,Voiceless glottal fricative,h
744,Insular_Catalan,Voiceless dental fricative,θ
745,Insular_Catalan,Voiceless dental fricative,θ
746,Insular_Catalan,Voiceless velar fricative,x
747,Insular_Catalan,Voiceless velar fricative,x
748,Insular_Catalan,Voiced palatal approximant,j
749,Insular_Catalan,Voiced palatal approximant,j
750,Insular_Catalan,Voiced labial–velar approximant,w
751,Insular_Catalan,Voiced labial–velar approximant,w
752,Mandarin,Voiceless alveolo-palatal fricative,ɕ
753,Mandarin,Voiceless labiodental fricative,f
754,Mandarin,Voiced palatal approximant,j
755,Mandarin,Voiceless velar plosive,k
756,Mandarin,Voiced alveolar lateral approximant,l
757,Mandarin,Voiced bilabial nasal,m
758,Mandarin,Voiced alveolar nasal,n
759,Mandarin,Voiced velar nasal,ŋ
760,Mandarin,Voiceless bilabial plosive,p
761,Mandarin,Voiced retroflex fricative,ʐ
762,Mandarin,Voiceless alveolar fricative,s
763,Mandarin,Voiceless retroflex fricative,ʂ
764,Mandarin,Voiceless alveolar plosive,t
765,Mandarin,Voiceless alveolo-palatal affricate,tɕ
766,Mandarin,Voiceless alveolar affricate,ts
767,Mandarin,Voiceless retroflex affricate,ʈʂ
768,Mandarin,Voiced labial–velar approximant,w
769,Mandarin,Voiceless velar fricative,x
770,Mandarin,Voiced labial–palatal approximant,ɥ
771,Cantonese,Voiceless labiodental fricative,f
772,Cantonese,Voiceless glottal fricative,h
773,Cantonese,Voiced palatal approximant,j
774,Cantonese,Voiceless velar plosive,k
775,Cantonese,Voiced alveolar lateral approximant,l
776,Cantonese,Voiced bilabial nasal,m
777,Cantonese,Voiced alveolar nasal,n
778,Cantonese,Voiced velar nasal,ŋ
779,Cantonese,Voiceless bilabial plosive,p
780,Cantonese,Voiceless alveolar fricative,s
781,Cantonese,Voiceless alveolar plosive,t
782,Cantonese,Voiceless alveolar affricate,ts
783,Cantonese,Voiced labial–velar approximant,w
784,Taiwanese_Hokkien,Voiceless bilabial plosive,p
785,Taiwanese_Hokkien,Voiced bilabial plosive,b
786,Taiwanese_Hokkien,Voiced bilabial nasal,m
787,Taiwanese_Hokkien,Voiceless alveolar plosive,t
788,Taiwanese_Hokkien,Voiced alveolar lateral approximant,l
789,Taiwanese_Hokkien,Voiced alveolar nasal,n
790,Taiwanese_Hokkien,Voiceless velar plosive,k
791,Taiwanese_Hokkien,Voiced velar plosive,g
792,Taiwanese_Hokkien,Voiced velar nasal,ŋ
793,Taiwanese_Hokkien,Voiceless glottal fricative,h
794,Taiwanese_Hokkien,Glottal stop,ʔ
795,Taiwanese_Hokkien,Voiceless palato-alveolar affricate,ch
796,Taiwanese_Hokkien,Voiceless alveolar fricative,s
797,Taiwanese_Hokkien,Voiceless alveolo-palatal fricative,ɕ
798,Taiwanese_Hokkien,Voiceless palato-alveolar sibilant,sh
799,Taiwanese_Hokkien,Voiced alveolar fricative,z
800,Taiwanese_Hokkien,Voiced palato-alveolar affricate,j
801,Taiwanese_Hokkien,Voiced alveolo-palatal fricative,ʑ
802,Taiwanese_Hokkien,Voiced alveolar fricative,z
803,Taiwanese_Hokkien,Glottal stop,ʔ
804,Jin_Chinese,Voiceless alveolo-palatal fricative,ɕ
805,Jin_Chinese,Voiceless labiodental fricative,f
806,Jin_Chinese,Voiceless velar plosive,k
807,Jin_Chinese,Voiced alveolar lateral approximant,l
808,Jin_Chinese,Voiced bilabial nasal,m
809,Jin_Chinese,Voiced alveolar nasal,n
810,Jin_Chinese,Voiced palatal nasal,ɲ
811,Jin_Chinese,Voiced velar nasal,ŋ
812,Jin_Chinese,Voiceless alveolar fricative,s
813,Jin_Chinese,Voiceless retroflex fricative,ʂ
814,Jin_Chinese,Voiceless bilabial plosive,p
815,Jin_Chinese,Voiceless alveolar plosive,t
816,Jin_Chinese,Voiceless alveolo-palatal affricate,tɕ
817,Jin_Chinese,Voiceless alveolar affricate,ts
818,Jin_Chinese,Voiceless retroflex affricate,tʂ
819,Jin_Chinese,Voiceless velar fricative,x
820,Jin_Chinese,Voiced retroflex fricative,ʐ
821,Wu_Chinese,Voiced bilabial plosive,b
822,Wu_Chinese,Voiceless alveolo-palatal fricative,ɕ
823,Wu_Chinese,Voiced alveolar plosive,d
824,Wu_Chinese,Voiced alveolo-palatal affricate,dʑ
825,Wu_Chinese,Voiceless labiodental fricative,f
826,Wu_Chinese,Voiced velar plosive,g
827,Wu_Chinese,Voiceless glottal fricative,h
828,Wu_Chinese,Voiced glottal fricative,ɦ
829,Wu_Chinese,Voiceless velar plosive,k
830,Wu_Chinese,Voiced alveolar lateral approximant,l
831,Wu_Chinese,Voiced bilabial nasal,m
832,Wu_Chinese,Voiced alveolar nasal,n
833,Wu_Chinese,Voiced velar nasal,ŋ
834,Wu_Chinese,Voiced palatal nasal,ɲ
835,Wu_Chinese,Voiceless bilabial plosive,p
836,Wu_Chinese,Voiceless alveolar fricative,s
837,Wu_Chinese,Voiceless alveolar plosive,t
838,Wu_Chinese,Voiceless alveolo-palatal affricate,tɕ
839,Wu_Chinese,Voiceless alveolar affricate,ts
840,Wu_Chinese,Voiced labiodental fricative,v
841,Wu_Chinese,Voiced alveolar fricative,z
842,Wu_Chinese,Voiced alveolo-palatal fricative,ʑ
843,Xiang_Chinese,Voiceless alveolo-palatal fricative,ɕ
844,Xiang_Chinese,Voiceless labiodental fricative,f
845,Xiang_Chinese,Voiceless velar plosive,k
846,Xiang_Chinese,Voiced alveolar lateral approximant,l
847,Xiang_Chinese,Voiced bilabial nasal,m
848,Xiang_Chinese,Voiced palatal nasal,ɲ
849,Xiang_Chinese,Voiced velar nasal,ŋ
850,Xiang_Chinese,Voiceless bilabial plosive,p
851,Xiang_Chinese,Voiceless alveolar fricative,s
852,Xiang_Chinese,Voiceless retroflex fricative,ʂ
853,Xiang_Chinese,Voiceless alveolar plosive,t
854,Xiang_Chinese,Voiceless alveolo-palatal affricate,tɕ
855,Xiang_Chinese,Voiceless alveolar affricate,ts
856,Xiang_Chinese,Voiceless retroflex affricate,tʂ
857,Xiang_Chinese,Voiceless velar fricative,x
858,Xiang_Chinese,Voiced retroflex fricative,ʐ
859,Corsican,Voiced bilabial plosive,b
860,Corsican,Voiceless palatal plosive,c
861,Corsican,Voiced dental plosive,d
862,Corsican,Voiced dental affricate,dz
863,Corsican,Voiced postalveolar affricate,dʒ
864,Corsican,Voiced retroflex plosive,ɖ
865,Corsican,Voiced dental fricative,ð
866,Corsican,Voiceless labiodental fricative,f
867,Corsican,Voiced velar plosive,ɡ
868,Corsican,Voiced palatal plosive,ɟ
869,Corsican,Voiceless velar plosive,k
870,Corsican,Voiced alveolar lateral approximant,l
871,Corsican,Voiced palatal lateral approximant,ʎ
872,Corsican,Voiced bilabial nasal,m
873,Corsican,Voiced labiodental nasal,ɱ
874,Corsican,Voiced alveolar nasal,n
875,Corsican,Voiced velar nasal,ŋ
876,Corsican,Voiced palatal nasal,ɲ
877,Corsican,Voiceless bilabial plosive,p
878,Corsican,Voiced alveolar trill,r
879,Corsican,Voiceless dental sibilant fricative,s
880,Corsican,Voiceless postalveolar fricative,ʃ
881,Corsican,Voiceless dental plosive,t
882,Corsican,Voiceless dental affricate,ts
883,Corsican,Voiceless postalveolar affricate,tʃ
884,Corsican,Voiced labiodental fricative,v
885,Corsican,Voiced dental sibilant fricative,z
886,Corsican,Voiced postalveolar fricative,ʒ
887,Corsican,Voiced palatal approximant,j
888,Corsican,Voiced labial–velar approximant,w
889,Czech,Voiced bilabial plosive,b
890,Czech,Voiceless palatal plosive,c
891,Czech,Voiced alveolar plosive,d
892,Czech,Voiced alveolar affricate,dz
893,Czech,Voiced postalveolar affricate,dʒ
894,Czech,Voiceless labiodental fricative,f
895,Czech,Voiced velar plosive,ɡ
896,Czech,Voiced glottal fricative,ɦ
897,Czech,Voiced palatal approximant,j
898,Czech,Voiced palatal plosive,ɟ
899,Czech,Voiceless velar plosive,k
900,Czech,Voiced alveolar lateral approximant,l
901,Czech,Voiced bilabial nasal,m
902,Czech,Voiced alveolar nasal,n
903,Czech,Voiced palatal nasal,ɲ
904,Czech,Voiced velar nasal,ŋ
905,Czech,Voiceless bilabial plosive,p
906,Czech,Voiced alveolar trill,r
907,Czech,Voiced alveolar fricative trill,r̝
908,Czech,Voiced alveolar trill,r
909,Czech,Voiced postalveolar fricative,ʒ
910,Czech,Voiceless alveolar trill,r̥
911,Czech,Voiceless postalveolar fricative,ʃ
912,Czech,Voiceless alveolar fricative,s
913,Czech,Voiceless postalveolar fricative,ʃ
914,Czech,Voiceless alveolar plosive,t
915,Czech,Voiceless alveolar affricate,ts
916,Czech,Voiceless postalveolar affricate,tʃ
917,Czech,Voiced labiodental fricative,v
918,Czech,Voiceless velar fricative,x
919,Czech,Voiced alveolar fricative,z
920,Czech,Voiced postalveolar fricative,ʒ
921,Persian,Voiced bilabial plosive,b
922,Persian,Voiced dental plosive,d
923,Persian,Voiced postalveolar affricate,dʒ
924,Persian,Voiceless labiodental fricative,f
925,Persian,Voiced velar plosive,ɡ
926,Persian,Voiced velar fricative,ɣ
927,Persian,Voiceless uvular plosive,q
928,Persian,Voiced uvular plosive,ɢ
929,Persian,Voiced velar fricative,ɣ
930,Persian,Voiceless uvular plosive,q
931,Persian,Voiceless glottal fricative,h
932,Persian,Voiced palatal approximant,j
933,Persian,Voiced alveolar lateral approximant,l
934,Persian,Voiced bilabial nasal,m
935,Persian,Voiced alveolar nasal,n
936,Persian,Voiced dental and alveolar taps and flaps,ɾ
937,Persian,Voiced alveolar approximant,ɹ
938,Persian,Voiceless alveolar fricative,s
939,Persian,Voiceless postalveolar fricative,ʃ
940,Persian,Voiced labiodental fricative,v
941,Persian,Voiced labial–velar approximant,w
942,Persian,Voiced labiodental fricative,v
943,Persian,Voiceless velar fricative,x
944,Persian,Voiced alveolar fricative,z
945,Persian,Voiced postalveolar fricative,ʒ
946,Persian,Glottal stop,ʔ
947,Persian,Voiced velar nasal,ŋ
948,Dutch,Voiced bilabial plosive,b
949,Dutch,Voiced alveolar plosive,d
950,Dutch,Voiceless labiodental fricative,f
951,Dutch,Voiced velar fricative,ɣ
952,Dutch,Voiced glottal fricative,ɦ
953,Dutch,Voiced palatal approximant,j
954,Dutch,Voiceless velar plosive,k
955,Dutch,Voiced alveolar lateral approximant,l
956,Dutch,Voiced bilabial nasal,m
957,Dutch,Voiced alveolar nasal,n
958,Dutch,Voiced velar nasal,ŋ
959,Dutch,Voiceless bilabial plosive,p
960,Dutch,Voiced dental and alveolar taps and flaps,r
961,Dutch,Voiceless alveolar fricative,s
962,Dutch,Voiceless alveolar plosive,t
963,Dutch,Voiced labiodental fricative,v
964,Dutch,Voiced labiodental approximant,ʋ
965,Dutch,Voiceless velar fricative,x
966,Dutch,Voiced alveolar fricative,z
967,Dutch,Voiced velar plosive,ɡ
968,Dutch,Voiced labiodental nasal,ɱ
969,Dutch,Voiced palatal nasal,ɲ
970,Dutch,Voiceless alveolo-palatal fricative,ɕ
971,Dutch,Voiced alveolo-palatal fricative,ʑ
972,Dutch,Glottal stop,ʔ
973,Old_English,Voiced bilabial plosive,b
974,Old_English,Voiceless palatal fricative,ç
975,Old_English,Voiced alveolar plosive,d
976,Old_English,Voiced postalveolar affricate,dʒ
977,Old_English,Voiced dental fricative,ð
978,Old_English,Voiceless labiodental fricative,f
979,Old_English,Voiced velar plosive,ɡ
980,Old_English,Voiceless glottal fricative,h
981,Old_English,Voiced palatal approximant,j
982,Old_English,Voiceless velar plosive,k
983,Old_English,Voiced alveolar lateral approximant,l
984,Old_English,Voiceless alveolar lateral approximant,l̥
985,Old_English,Voiced bilabial nasal,m
986,Old_English,Voiced alveolar nasal,n
987,Old_English,Voiceless alveolar nasal,n̥
988,Old_English,Voiced velar nasal,ŋ
989,Old_English,Voiceless bilabial plosive,p
990,Old_English,Voiced alveolar trill,r
991,Old_English,Voiceless alveolar trill,r̥
992,Old_English,Voiceless alveolar fricative,s
993,Old_English,Voiceless postalveolar fricative,ʃ
994,Old_English,Voiceless alveolar plosive,t
995,Old_English,Voiceless postalveolar affricate,tʃ
996,Old_English,Voiced labiodental fricative,v
997,Old_English,Voiced velar fricative,ɣ
998,Old_English,Voiced labial–velar approximant,w
999,Old_English,Voiceless labial–velar fricative,ʍ
1000,Old_English,Voiceless velar fricative,x
1001,Old_English,Voiced alveolar fricative,z
1002,Old_English,Voiceless dental fricative,θ
1003,Emilian-Romagnol,Voiced bilabial plosive,b
1004,Emilian-Romagnol,Voiced dental plosive,d
1005,Emilian-Romagnol,Voiced alveolar non-sibilant affricate,dz
1006,Emilian-Romagnol,Voiced dental fricative,ð
1007,Emilian-Romagnol,Voiceless labiodental fricative,f
1008,Emilian-Romagnol,Voiced velar plosive,ɡ
1009,Emilian-Romagnol,Voiceless velar plosive,k
1010,Emilian-Romagnol,Voiced alveolar lateral approximant,l
1011,Emilian-Romagnol,Voiced palatal lateral approximant,ʎ
1012,Emilian-Romagnol,Voiced bilabial nasal,m
1013,Emilian-Romagnol,Voiced labiodental nasal,ɱ
1014,Emilian-Romagnol,Voiced alveolar nasal,n
1015,Emilian-Romagnol,Voiced velar nasal,ŋ
1016,Emilian-Romagnol,Voiced palatal nasal,ɲ
1017,Emilian-Romagnol,Voiceless bilabial plosive,p
1018,Emilian-Romagnol,Voiced uvular fricative,ʁ
1019,Emilian-Romagnol,Voiced uvular trill,ʀ
1020,Emilian-Romagnol,Voiced alveolar trill,r
1021,Emilian-Romagnol,Voiceless alveolar non-sibilant fricative,s
1022,Emilian-Romagnol,Voiceless dental plosive,t
1023,Emilian-Romagnol,Voiceless alveolar non-sibilant affricate,ts
1024,Emilian-Romagnol,Voiceless dental fricative,θ
1025,Emilian-Romagnol,Voiced labiodental fricative,v
1026,Emilian-Romagnol,Voiced alveolar non-sibilant fricative,z
1027,Emilian-Romagnol,Voiced palatal approximant,j
1028,Emilian-Romagnol,Voiced labial–velar approximant,w
1029,Estonian,Voiceless labiodental fricative,f
1030,Estonian,Voiceless glottal fricative,h
1031,Estonian,Voiced palatal approximant,j
1032,Estonian,Voiceless velar plosive,k
1033,Estonian,Voiced alveolar lateral approximant,l
1034,Estonian,Voiced bilabial nasal,m
1035,Estonian,Voiced alveolar nasal,n
1036,Estonian,Voiced velar nasal,ŋ
1037,Estonian,Voiceless bilabial plosive,p
1038,Estonian,Voiced alveolar trill,r
1039,Estonian,Voiceless alveolar fricative,s
1040,Estonian,Voiceless postalveolar fricative,ʃ
1041,Estonian,Voiceless alveolar plosive,t
1042,Estonian,Voiced labiodental fricative,v
1043,Estonian,Glottal stop,ʔ
1044,Astur-Leonese,Voiced bilabial plosive,b
1045,Astur-Leonese,Voiced bilabial plosive,b
1046,Astur-Leonese,Voiceless bilabial fricative,ɸ
1047,Astur-Leonese,Voiced bilabial fricative,β
1048,Astur-Leonese,Voiced bilabial fricative,β
1049,Astur-Leonese,Voiced bilabial fricative,β
1050,Astur-Leonese,Voiceless bilabial fricative,ɸ
1051,Astur-Leonese,Voiced dental plosive,d
1052,Astur-Leonese,Voiced dental fricative,ð
1053,Astur-Leonese,Voiced dental fricative,ð
1054,Astur-Leonese,Voiced dental fricative,ð
1055,Astur-Leonese,Voiceless dental fricative,θ
1056,Astur-Leonese,Voiceless labiodental fricative,f
1057,Astur-Leonese,Voiceless bilabial fricative,ɸ
1058,Astur-Leonese,Voiceless labiodental fricative,f
1059,Astur-Leonese,Voiceless glottal fricative,h
1060,Astur-Leonese,Voiced uvular fricative,ʁ
1061,Astur-Leonese,Voiced velar plosive,ɡ
1062,Astur-Leonese,Voiced velar plosive,ɡ
1063,Astur-Leonese,Voiceless uvular fricative,χ
1064,Astur-Leonese,Voiced velar nasal,ŋ
1065,Astur-Leonese,Voiced uvular fricative,ʁ
1066,Astur-Leonese,Voiced velar fricative,ɣ
1067,Astur-Leonese,Voiced velar fricative,ɣ
1068,Astur-Leonese,Voiceless velar fricative,x
1069,Astur-Leonese,Voiced palatal fricative,ʝ
1070,Astur-Leonese,Voiceless glottal fricative,h
1071,Astur-Leonese,Voiced palatal lateral approximant,ʎ
1072,Astur-Leonese,Voiced palatal fricative,ʝ
1073,Astur-Leonese,Voiced palatal approximant,j
1074,Astur-Leonese,Voiced palatal affricate,ɟʝ
1075,Astur-Leonese,Voiced postalveolar affricate,dʒ
1076,Astur-Leonese,Voiced postalveolar fricative,ʒ
1077,Astur-Leonese,Voiceless velar plosive,k
1078,Astur-Leonese,Voiced alveolar lateral approximant,l
1079,Astur-Leonese,Voiced alveolar lateral approximant,l
1080,Astur-Leonese,Voiced alveolar lateral approximant,l
1081,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1082,Astur-Leonese,Voiced palatal lateral approximant,ʎ
1083,Astur-Leonese,Voiced bilabial nasal,m
1084,Astur-Leonese,Voiced alveolar nasal,n
1085,Astur-Leonese,Voiced velar nasal,ŋ
1086,Astur-Leonese,Voiced palatal nasal,ɲ
1087,Astur-Leonese,Voiceless bilabial plosive,p
1088,Astur-Leonese,Voiced alveolar trill,r
1089,Astur-Leonese,Voiced alveolar trill,r
1090,Astur-Leonese,Voiced alveolar trill,r
1091,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1092,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1093,Astur-Leonese,Voiced dental and alveolar taps and flaps,ɾ
1094,Astur-Leonese,Voiceless apico-alveolar fricative,s
1095,Astur-Leonese,Voiceless apico-alveolar fricative,s
1096,Astur-Leonese,Voiceless apico-alveolar fricative,s̺
1097,Astur-Leonese,Voiceless glottal fricative,h
1098,Astur-Leonese,Voiced dental fricative,ð
1099,Astur-Leonese,Voiced apico-alveolar fricative,z̺
1100,Astur-Leonese,Voiced alveolar fricative,z
1101,Astur-Leonese,Voiced glottal fricative,ɦ
1102,Astur-Leonese,Voiceless dental plosive,t
1103,Astur-Leonese,Voiceless postalveolar affricate,tʃ
1104,Astur-Leonese,Voiced labiodental fricative,v
1105,Astur-Leonese,Voiced glottal fricative,ɦ
1106,Astur-Leonese,Voiced labiodental fricative,v
1107,Astur-Leonese,Voiceless dental fricative,θ
1108,Astur-Leonese,Voiced alveolar plosive,d
1109,Astur-Leonese,Voiceless dental fricative,θ
1110,Astur-Leonese,Voiceless dental sibilant fricative,s̻
1111,Astur-Leonese,Voiceless glottal fricative,h
1112,Astur-Leonese,Voiced dental fricative,ð
1113,Astur-Leonese,Voiced dental sibilant fricative,z̻
1114,Astur-Leonese,Voiced dental fricative,ð
1115,Astur-Leonese,Voiced glottal fricative,ɦ
1116,Astur-Leonese,Voiceless postalveolar fricative,ʃ
1117,Astur-Leonese,Voiceless alveolar fricative,s
1118,Astur-Leonese,Voiceless postalveolar fricative,ʃ
1119,Astur-Leonese,Voiceless glottal fricative,h
1120,Astur-Leonese,Voiced postalveolar fricative,ʒ
1121,Astur-Leonese,Voiced postalveolar fricative,ʒ
1122,Astur-Leonese,Voiced glottal fricative,ɦ
1123,Fijian,Voiced bilabial fricative,β
1124,Fijian,Voiced palatal approximant,j
1125,Fijian,Voiceless labiodental fricative,f
1126,Fijian,Voiced dental fricative,ð
1127,Fijian,Voiceless glottal fricative,h
1128,Fijian,Voiceless velar plosive,k
1129,Fijian,Voiced alveolar lateral approximant,l
